step,train_generator,generator_loss,critic_loss,learning_rate,critic_learning_rate,step_time,sigma_mean,video_dmd_loss,audio_dmd_loss,dmd_gradient_norm,audio_dmd_gradient_norm,video_distill_loss,audio_distill_loss,video_transition_loss,audio_transition_loss,video_quality_loss,audio_quality_loss,clean_video_loss,clean_audio_loss,dmd_weight_scale,video_critic_loss,audio_critic_loss,train_critic
31,1,0.03241859,0.00055976,2.00000000e-07,1.00000000e-07,76.360754,0.42187500,0.6532576084136963,0.7831240892410278,0.8661165833473206,0.965004563331604,8.203092875191942e-05,1.7083852071664296e-05,8.203092875191942e-05,1.7083852071664296e-05,0.01761641725897789,0.015243186615407467,1.566381812095642,1.2483347654342651,0.032,0.0005552546354010701,9.010953363031149e-05,1
32,0,,0.00038720,2.00000000e-07,1.00000000e-07,13.378141,1.00000000,,,,,,,,,,,,,,0.00034217926440760493,0.0009003406157717109,1
33,0,,0.00537724,2.00000000e-07,1.00000000e-07,12.791511,0.99374998,,,,,,,,,,,,,,0.0053573595359921455,0.00039758061757311225,1
34,1,0.02915459,0.00807905,2.00000000e-07,1.00000000e-07,58.647763,0.98750001,0.6427295804023743,0.7400637269020081,0.7959022521972656,0.9067007899284363,0.0036047897301614285,0.00010889128316193819,1.4440065854159911e-07,4.361968120036863e-09,0.010218163952231407,0.009669451043009758,1.7560796737670898,0.6985933780670166,0.035,0.008060552179813385,0.00036999935400672257,1
35,0,,0.00400354,2.00000000e-07,1.00000000e-07,14.209712,0.98124999,,,,,,,,,,,,,,0.0039847902953624725,0.00037491886178031564,1
36,0,,0.00989167,2.00000000e-07,1.00000000e-07,17.788008,0.97500002,,,,,,,,,,,,,,0.009105741046369076,0.015718551352620125,1
37,1,0.02617185,0.00467241,2.00000000e-07,1.00000000e-07,70.691596,0.90937501,0.6061124205589294,0.5590698719024658,0.7750371694564819,0.7474680542945862,0.0007182140252552927,0.0007274204981513321,2.9523771445383318e-05,2.990223038068507e-05,0.010751542635262012,0.01712009496986866,1.2690163850784302,1.6156885623931885,0.038,0.004650176502764225,0.0004446920065674931,1
38,0,,0.00306017,2.00000000e-07,1.00000000e-07,21.427104,0.72500002,,,,,,,,,,,,,,0.0030255019664764404,0.0006933198892511427,1
39,0,,0.00058945,2.00000000e-07,1.00000000e-07,22.196363,0.42187500,,,,,,,,,,,,,,0.0005862675607204437,6.36345284874551e-05,1
40,1,0.02179159,0.00035842,2.00000000e-07,1.00000000e-07,50.021204,1.00000000,0.43981868028640747,0.6736153364181519,0.6553972959518433,0.8366208076477051,7.63431889936328e-05,6.969374226173386e-05,2.9821773939175955e-09,2.7224489329569224e-09,0.012169178575277328,0.01332823932170868,0.9333961009979248,0.8036316633224487,0.041,0.000340805621817708,0.0003522056504152715,1
41,0,,0.00115390,2.00000000e-07,1.00000000e-07,12.129070,0.99374998,,,,,,,,,,,,,,0.0011285084765404463,0.0005079176044091582,1
42,0,,0.00678294,2.00000000e-07,1.00000000e-07,17.033449,0.98750001,,,,,,,,,,,,,,0.006738488096743822,0.0008890356402844191,1
43,1,0.02771210,0.01202254,2.00000000e-07,1.00000000e-07,61.079276,0.98124999,0.6079724431037903,0.6509736776351929,0.7979176044464111,0.8330825567245483,0.0011384750250726938,0.00013171500177122653,4.6186954705262906e-08,5.343492759379842e-09,0.008301902562379837,0.013639343902468681,1.8825281858444214,0.7962231040000916,0.044,0.012008859775960445,0.00027351159951649606,1
44,0,,0.01520650,2.00000000e-07,1.00000000e-07,17.515817,0.97500002,,,,,,,,,,,,,,0.015175856649875641,0.0006129334797151387,1
45,0,,0.00790889,2.00000000e-07,1.00000000e-07,20.917803,0.90937501,,,,,,,,,,,,,,0.007831324823200703,0.0015512352110818028,1
46,1,0.03436201,0.00220307,2.00000000e-07,1.00000000e-07,68.457474,0.72500002,0.6622475385665894,0.6074573397636414,0.8599140644073486,0.828510046005249,0.00040511475526727736,0.00010790261148940772,7.081831427058205e-05,1.8862516299122944e-05,0.014566151425242424,0.016292957589030266,1.8848170042037964,1.737345576286316,0.047,0.002187495119869709,0.0003114906430710107,1
47,0,,0.00045476,2.00000000e-07,1.00000000e-07,22.215984,0.42187500,,,,,,,,,,,,,,0.0004505018296185881,8.521325798938051e-05,1
48,0,,0.00050567,2.00000000e-07,1.00000000e-07,11.295803,1.00000000,,,,,,,,,,,,,,0.0004701719735749066,0.0007100258953869343,1
49,1,0.02085298,0.00171627,2.00000000e-07,1.00000000e-07,54.310403,0.99374998,0.5388883352279663,0.7715206742286682,0.748615562915802,0.8713732361793518,0.0006427384214475751,6.226730329217389e-05,2.5423476657238098e-08,2.4629833728084805e-09,0.006558148190379143,0.01578744314610958,1.1680101156234741,0.9827588796615601,0.05,0.0016927138203755021,0.00047106953570619226,1
50,0,,0.00762756,2.00000000e-07,1.00000000e-07,16.306451,0.98750001,,,,,,,,,,,,,,0.007432824000716209,0.003894783789291978,1
51,0,,0.00193657,2.00000000e-07,1.00000000e-07,17.577524,0.98124999,,,,,,,,,,,,,,0.0019183213589712977,0.0003649995487648994,1
52,1,0.03454828,0.01375343,2.00000000e-07,1.00000000e-07,63.878685,0.97500002,0.6774792075157166,0.8785239458084106,0.8245294690132141,0.9816632866859436,0.0029910081066191196,5.651655374094844e-05,1.3550244148063939e-05,2.5603841891097545e-07,0.014634596183896065,0.010456837713718414,1.9374521970748901,0.6752862334251404,0.053,0.013720577582716942,0.0006569921970367432,1
53,0,,0.00329892,2.00000000e-07,1.00000000e-07,18.934675,0.90937501,,,,,,,,,,,,,,0.003237384371459484,0.0012306984281167388,1
54,0,,0.00259646,2.00000000e-07,1.00000000e-07,21.503686,0.72500002,,,,,,,,,,,,,,0.0025834934785962105,0.00025940273189917207,1
55,1,0.04099944,0.00047415,2.00000000e-07,1.00000000e-07,75.615148,0.42187500,0.6708278059959412,0.8689092397689819,0.8749863505363464,0.9438425898551941,0.00012647744733840227,9.143924216914456e-06,0.00012647744733840227,9.143924216914456e-06,0.023298760876059532,0.011904960498213768,2.029174566268921,1.1285128593444824,0.056,0.0004680278361774981,0.00012239746865816414,1
56,0,,0.00057915,2.00000000e-07,1.00000000e-07,10.562889,1.00000000,,,,,,,,,,,,,,0.0005572358495555818,0.0004382954502943903,1
57,0,,0.00162709,2.00000000e-07,1.00000000e-07,12.161896,0.99374998,,,,,,,,,,,,,,0.001608369522728026,0.0003744852147065103,1
58,1,0.02676273,0.01525561,2.00000000e-07,1.00000000e-07,53.458617,0.98750001,0.5146406888961792,0.49179232120513916,0.7264912128448486,0.7439544200897217,0.0005292334244586527,0.00023392419097945094,2.120001774130742e-08,9.370558551324848e-09,0.01087986584752798,0.011131024919450283,1.5433388948440552,1.0194427967071533,0.059,0.015216478146612644,0.0007826100336387753,1
59,0,,0.00347102,2.00000000e-07,1.00000000e-07,16.994500,0.98124999,,,,,,,,,,,,,,0.003433005651459098,0.0007603353587910533,1
60,0,,0.00663282,2.00000000e-07,1.00000000e-07,18.289221,0.97500002,,,,,,,,,,,,,,0.006590085104107857,0.0008545980672352016,1
61,1,0.04535625,0.00249371,2.00000000e-07,1.00000000e-07,65.079236,0.90937501,0.6202662587165833,0.16075143218040466,0.7783707976341248,0.3011717200279236,0.000757597095798701,0.031143436208367348,3.114270293735899e-05,0.0012802196433767676,0.01987800933420658,0.016567010432481766,2.0537877082824707,1.5009349584579468,0.062,0.00243377685546875,0.0011987335747107863,1
62,0,,0.00204077,2.00000000e-07,1.00000000e-07,20.814886,0.72500002,,,,,,,,,,,,,,0.0020117550157010555,0.0005803893436677754,1
63,0,,0.00034619,2.00000000e-07,1.00000000e-07,23.292689,0.42187500,,,,,,,,,,,,,,0.0003424864262342453,7.403299969155341e-05,1
64,1,0.01945598,0.00065376,2.00000000e-07,1.00000000e-07,49.236511,1.00000000,0.9735349416732788,0.8637819290161133,1.0635554790496826,0.9514362215995789,6.321164983091876e-05,6.451804074458778e-05,2.4692261568759477e-09,2.5202828712878045e-09,0.008006896823644638,0.01265611220151186,0.7127336263656616,0.8951553106307983,0.065,0.0006255817716009915,0.000563652953132987,1
65,0,,0.00524360,2.00000000e-07,1.00000000e-07,13.834671,0.99374998,,,,,,,,,,,,,,0.005212001968175173,0.0006320172687992454,1
66,0,,0.01828369,2.00000000e-07,1.00000000e-07,13.807478,0.98750001,,,,,,,,,,,,,,0.018238939344882965,0.0008949916809797287,1
67,1,0.05856494,0.00170480,2.00000000e-07,1.00000000e-07,57.272410,0.98124999,0.6400133967399597,0.8572353720664978,0.7852253317832947,0.8808283805847168,0.010027200914919376,6.0359063354553655e-05,4.0679486801309395e-07,2.4487247785032196e-09,0.027386881411075592,0.016085077077150345,2.698240041732788,1.1363470554351807,0.068,0.0016673114150762558,0.0007497548358514905,1
68,0,,0.02319196,2.00000000e-07,1.00000000e-07,17.794477,0.97500002,,,,,,,,,,,,,,0.023174935951828957,0.00034055125433951616,1
69,0,,0.00600716,2.00000000e-07,1.00000000e-07,23.925624,0.90937501,,,,,,,,,,,,,,0.005726675968617201,0.0056097544729709625,1
70,1,0.03587063,0.00124681,2.00000000e-07,1.00000000e-07,73.240878,0.72500002,0.6602596044540405,0.820382297039032,0.83774733543396,0.9762641191482544,0.00028685605502687395,9.53761555138044e-05,5.0145445129601285e-05,1.667275319050532e-05,0.013270431198179722,0.01936963014304638,2.03328800201416,1.7397569417953491,0.071,0.0012363624991849065,0.00020900378876831383,1
71,0,,0.00058752,2.00000000e-07,1.00000000e-07,22.360461,0.42187500,,,,,,,,,,,,,,0.0005808763671666384,0.00013282654981594533,1
72,0,,0.00025654,2.00000000e-07,1.00000000e-07,10.298242,1.00000000,,,,,,,,,,,,,,0.00024030206259340048,0.00032470340374857187,1
73,1,0.02359774,0.00337775,2.00000000e-07,1.00000000e-07,57.217610,0.99374998,0.4121646583080292,0.754512369632721,0.6548435688018799,0.8681144118309021,0.00015824301226530224,6.639548519160599e-05,6.259292195665012e-09,2.6262745311811386e-09,0.010880928486585617,0.007768591865897179,1.3334264755249023,0.6136738657951355,0.074,0.0033555524423718452,0.00044388053356669843,1
74,0,,0.00311372,2.00000000e-07,1.00000000e-07,13.474898,0.98750001,,,,,,,,,,,,,,0.0030961069278419018,0.00035218207631260157,1
75,0,,0.01039277,2.00000000e-07,1.00000000e-07,17.188947,0.98124999,,,,,,,,,,,,,,0.010345377027988434,0.0009477876010350883,1
76,1,0.03489716,0.01054831,2.00000000e-07,1.00000000e-07,65.098715,0.97500002,0.6185965538024902,0.5693730711936951,0.7676801085472107,0.7255305051803589,0.0016134872566908598,0.0048927790485322475,7.309624834306305e-06,2.2165886548464186e-05,0.014602692797780037,0.013648123480379581,1.7600724697113037,1.2437814474105835,0.077,0.010504942387342453,0.0008673572447150946,1
77,0,,0.01329226,2.00000000e-07,1.00000000e-07,17.874466,0.90937501,,,,,,,,,,,,,,0.013276929967105389,0.0003066035860683769,1
78,0,,0.00158034,2.00000000e-07,1.00000000e-07,21.826276,0.72500002,,,,,,,,,,,,,,0.0015438827686011791,0.0007290843641385436,1
79,1,0.05159567,0.00036072,2.00000000e-07,1.00000000e-07,71.333781,0.42187500,0.6341519355773926,0.7979695200920105,0.8619240522384644,0.9725012183189392,0.00012434269592631608,2.0054834749316797e-05,0.00012434269592631608,2.0054834749316797e-05,0.028934843838214874,0.014998393133282661,2.6270954608917236,1.1347326040267944,0.08,0.0003558542230166495,9.733495971886441e-05,1
80,0,,0.00022857,2.00000000e-07,1.00000000e-07,11.210336,1.00000000,,,,,,,,,,,,,,0.0002093062794301659,0.00038524993578903377,1
81,0,,0.00415582,2.00000000e-07,1.00000000e-07,13.875589,0.99374998,,,,,,,,,,,,,,0.004135187715291977,0.0004127273859921843,1
82,1,0.04129598,0.00345604,2.00000000e-07,1.00000000e-07,54.483160,0.98750001,0.6646471619606018,0.6522573828697205,0.8241910338401794,0.8114849925041199,0.0024052425287663937,7.188106246758252e-05,9.63491402217187e-08,2.8793900597179345e-09,0.011440865695476532,0.024736590683460236,2.5825159549713135,1.4044796228408813,0.083,0.003433296922594309,0.00045480902190320194,1
83,0,,0.00469413,2.00000000e-07,1.00000000e-07,16.167436,0.98124999,,,,,,,,,,,,,,0.0045629539526999,0.0026234821416437626,1
84,0,,0.00955214,2.00000000e-07,1.00000000e-07,19.395574,0.97500002,,,,,,,,,,,,,,0.009499064646661282,0.0010615524370223284,1
85,1,0.02701364,0.00471941,2.00000000e-07,1.00000000e-07,67.234966,0.90937501,0.6168450117111206,0.9869304299354553,0.7819104194641113,1.044127345085144,0.0008997631375677884,0.00010148247383767739,3.698674845509231e-05,4.1716616578924e-06,0.008105688728392124,0.022541377693414688,1.207082986831665,2.0542683601379395,0.086,0.004663986153900623,0.0011083827121183276,1
86,0,,0.00201844,2.00000000e-07,1.00000000e-07,21.019081,0.72500002,,,,,,,,,,,,,,0.002008373150601983,0.0002012756303884089,1
87,0,,0.00053836,2.00000000e-07,1.00000000e-07,22.988930,0.42187500,,,,,,,,,,,,,,0.0005338189657777548,9.078768198378384e-05,1
88,1,0.02536250,0.00082053,2.00000000e-07,1.00000000e-07,46.410969,1.00000000,0.8102367520332336,0.9296502470970154,0.9550502896308899,1.055678367614746,0.00018045610340777785,0.00010530376312090084,7.0491150694351745e-09,4.11347933493289e-09,0.01292632520198822,0.00907820649445057,0.9979123473167419,0.6550653576850891,0.089,0.0007984034600667655,0.0004424418439157307,1
89,0,,0.00843547,2.00000000e-07,1.00000000e-07,13.208813,0.99374998,,,,,,,,,,,,,,0.008396299555897713,0.0007833935669623315,1
90,0,,0.00121711,2.00000000e-07,1.00000000e-07,14.484280,0.98750001,,,,,,,,,,,,,,0.0011812380980700254,0.0007174139027483761,1
91,1,0.03015222,0.00706945,2.00000000e-07,1.00000000e-07,57.329838,0.98124999,0.6760176420211792,0.4315594434738159,0.8430432677268982,0.6635100841522217,0.0009951265528798103,0.0003135352744720876,4.0371428866592396e-08,1.271988114837086e-08,0.009251320734620094,0.022033631801605225,1.423241376876831,2.023836851119995,0.092,0.006973680108785629,0.001915351371280849,1
92,0,,0.01474543,2.00000000e-07,1.00000000e-07,16.343094,0.97500002,,,,,,,,,,,,,,0.014727829024195671,0.00035193946678191423,1
93,0,,0.00176678,2.00000000e-07,1.00000000e-07,18.776681,0.90937501,,,,,,,,,,,,,,0.001746443216688931,0.0004067673289682716,1
94,1,0.02830144,0.00221731,2.00000000e-07,1.00000000e-07,68.115285,0.72500002,0.5840588808059692,0.7712388634681702,0.7906570434570312,0.9497526288032532,0.00018625310622155666,7.924722012830898e-05,3.255900082876906e-05,1.3853245036443695e-05,0.010455983690917492,0.020869731903076172,1.1805340051651,2.256230592727661,0.095,0.0022010384127497673,0.00032534790807403624,1
95,0,,0.00062982,2.00000000e-07,1.00000000e-07,21.956487,0.42187500,,,,,,,,,,,,,,0.0006245861877687275,0.00010459290206199512,1
96,0,,0.00173295,2.00000000e-07,1.00000000e-07,12.472561,1.00000000,,,,,,,,,,,,,,0.0017099134856835008,0.00046071334509178996,1
97,1,0.02786044,0.00275267,2.00000000e-07,1.00000000e-07,53.511422,0.99374998,0.47453567385673523,0.4026016592979431,0.6998202800750732,0.619644820690155,0.0008367131813429296,0.0009467998752370477,3.309612850443955e-08,3.745055465742553e-08,0.008347053080797195,0.026734761893749237,1.1264634132385254,2.661700487136841,0.098,0.0026046123821288347,0.0029610912315547466,1
98,0,,0.00358782,2.00000000e-07,1.00000000e-07,14.266824,0.98750001,,,,,,,,,,,,,,0.003566647181287408,0.0004234416701365262,1
99,0,,0.00648996,2.00000000e-07,1.00000000e-07,16.254997,0.98124999,,,,,,,,,,,,,,0.006465093232691288,0.0004973406903445721,1
100,1,0.05984687,0.01358655,2.00000000e-07,1.00000000e-07,59.538107,0.97500002,0.748940646648407,0.6675745844841003,0.8915857076644897,0.8357134461402893,0.006438653916120529,0.0005417171050794423,2.9169204935897142e-05,2.454155492159771e-06,0.0267665795981884,0.01893116533756256,2.8804030418395996,1.586029052734375,0.101,0.013569100759923458,0.0003489757946226746,1
101,0,,0.01031704,2.00000000e-07,1.00000000e-07,17.950363,0.90937501,,,,,,,,,,,,,,0.01028351578861475,0.0006705792038701475,1
102,0,,0.00158372,2.00000000e-07,1.00000000e-07,21.948107,0.72500002,,,,,,,,,,,,,,0.001499172649346292,0.001690854667685926,1
103,1,0.04334950,0.00051894,2.00000000e-07,1.00000000e-07,71.955435,0.42187500,0.703103244304657,0.7647786140441895,0.9004738330841064,0.9515231847763062,0.0001148460287367925,2.2927364625502378e-05,0.0001148460287367925,2.2927364625502378e-05,0.023196449503302574,0.014958556741476059,1.8994245529174805,1.6526747941970825,0.104,0.0005148985073901713,8.092806820059195e-05,1
104,0,,0.00048934,2.00000000e-07,1.00000000e-07,10.358219,1.00000000,,,,,,,,,,,,,,0.0004643955617211759,0.0004988561850041151,1
105,0,,0.00212077,2.00000000e-07,1.00000000e-07,13.490046,0.99374998,,,,,,,,,,,,,,0.0021024567540735006,0.0003662765957415104,1
106,1,0.02145621,0.00494449,2.00000000e-07,1.00000000e-07,55.159425,0.98750001,0.5064287781715393,0.7817250490188599,0.7281185388565063,0.8833872079849243,0.0004105100524611771,6.770896288799122e-05,1.6444197115106363e-08,2.7122801782297756e-09,0.006870282348245382,0.013009969145059586,1.0832940340042114,0.9820844531059265,0.107,0.004914362449198961,0.000602534506469965,1
107,0,,0.00656814,2.00000000e-07,1.00000000e-07,15.908785,0.98124999,,,,,,,,,,,,,,0.006552067585289478,0.00032144651049748063,1
108,0,,0.00775793,2.00000000e-07,1.00000000e-07,17.547876,0.97500002,,,,,,,,,,,,,,0.007703478913754225,0.001089077559299767,1
109,1,0.02677017,0.00598289,2.00000000e-07,1.00000000e-07,65.519350,0.90937501,0.6456164121627808,0.6764380931854248,0.8129352331161499,0.869071900844574,0.0006787620950490236,7.723634189460427e-05,2.7902018700842746e-05,3.174969833708019e-06,0.012078050523996353,0.009342651814222336,1.1869648694992065,0.7807888984680176,0.11,0.005973506718873978,0.00018770669703371823,1
110,0,,0.00153215,2.00000000e-07,1.00000000e-07,21.206138,0.72500002,,,,,,,,,,,,,,0.001513538882136345,0.00037225495907478034,1
111,0,,0.00069249,2.00000000e-07,1.00000000e-07,23.378530,0.42187500,,,,,,,,,,,,,,0.0006882723537273705,8.431533206021413e-05,1
112,1,0.02192233,0.00185163,2.00000000e-07,1.00000000e-07,48.973053,1.00000000,0.5835539102554321,0.9348514676094055,0.7780663371086121,1.018115520477295,0.0001055793181876652,5.6077631597872823e-05,4.124219632473114e-09,2.190546188884923e-09,0.007267294451594353,0.020667966455221176,0.7314554452896118,1.772910475730896,0.113,0.0018216694006696343,0.0005993092199787498,1
113,0,,0.00196350,2.00000000e-07,1.00000000e-07,14.706775,0.99374998,,,,,,,,,,,,,,0.0018621128983795643,0.002027780981734395,1
114,0,,0.00711142,2.00000000e-07,1.00000000e-07,15.254833,0.98750001,,,,,,,,,,,,,,0.007076263427734375,0.0007030388806015253,1
115,1,0.04209648,0.00153184,2.00000000e-07,1.00000000e-07,66.903716,0.98124999,0.5968741774559021,0.7359356880187988,0.7600156664848328,0.8894031047821045,0.006173325702548027,0.00012520917516667396,2.5044644758054346e-07,5.079715759137571e-09,0.014682019129395485,0.01658417284488678,2.085920572280884,1.1536357402801514,0.116,0.0014997528633102775,0.0006417919066734612,1
116,0,,0.01332585,2.00000000e-07,1.00000000e-07,16.653329,0.97500002,,,,,,,,,,,,,,0.012805097736418247,0.010415004566311836,1
117,0,,0.00231204,2.00000000e-07,1.00000000e-07,18.293697,0.90937501,,,,,,,,,,,,,,0.0022771109361201525,0.0006986759253777564,1
118,1,0.02957933,0.00181933,2.00000000e-07,1.00000000e-07,75.199686,0.72500002,0.6505992412567139,0.799831211566925,0.841607391834259,0.9596846103668213,0.0002403382386546582,5.1941995479865e-05,4.2013649363070726e-05,9.080008567252662e-06,0.013282469473779202,0.013638090342283249,1.2252178192138672,1.2850192785263062,0.119,0.0018049270147457719,0.0002881082473322749,1
119,0,,0.00030540,2.00000000e-07,1.00000000e-07,22.463624,0.42187500,,,,,,,,,,,,,,0.00030232538119889796,6.147626845631748e-05,1
120,0,,0.00025160,2.00000000e-07,1.00000000e-07,11.140530,1.00000000,,,,,,,,,,,,,,0.00023661012528464198,0.00029974427889101207,1
121,1,0.02530977,0.00064836,2.00000000e-07,1.00000000e-07,71.524628,0.99374998,0.6192535161972046,0.8848801255226135,0.7789987921714783,1.0105705261230469,0.0013626477448269725,0.00018397779786027968,5.389946267086998e-08,7.27710069980958e-09,0.010776231065392494,0.005903719924390316,1.138303279876709,0.5753039717674255,0.122,0.000626314606051892,0.00044080897350795567,1
122,0,,0.00411016,2.00000000e-07,1.00000000e-07,14.480934,0.98750001,,,,,,,,,,,,,,0.004072341602295637,0.0007563495892100036,1
