step,loss,learning_rate,step_time,sigma_mean,video_distill_loss,audio_distill_loss,video_transition_loss,audio_transition_loss,video_quality_loss,audio_quality_loss,clean_video_loss,clean_audio_loss
21,0.04676159,5.00000000e-07,17.472676,0.90937501,0.0008530161576345563,0.00014420610386878252,3.506511347950436e-05,5.927910478931153e-06,0.017236683517694473,0.01315145194530487,2.379502773284912,1.103430151939392
22,0.04623179,5.00000000e-07,20.405898,0.72500002,0.00015368919412139803,4.164094207226299e-05,2.686648804228753e-05,7.2792754508554935e-06,0.019767215475440025,0.023975983262062073,1.6843963861465454,2.3274500370025635
23,0.03597889,5.00000000e-07,20.839397,0.42187500,7.223902503028512e-05,2.7846805096487515e-05,7.223902503028512e-05,2.7846805096487515e-05,0.014261413365602493,0.0213885847479105,1.426531434059143,1.5366500616073608
24,0.01743134,5.00000000e-07,8.353677,1.00000000,4.3592564907157794e-05,0.0006660158396698534,1.7028506382743558e-09,2.6016685694685293e-08,0.007218153215944767,0.009873046539723873,0.6800898909568787,0.6304430365562439
25,0.02490928,5.00000000e-07,12.358105,0.99374998,0.0003269525186624378,7.268243643920869e-05,1.293259721535378e-08,2.874978921596494e-09,0.011299356818199158,0.012286919169127941,0.9123755693435669,0.8436474800109863
26,0.02545959,5.00000000e-07,11.442427,0.98750001,0.0017714964924380183,0.00011971485946560279,7.096259935224225e-08,4.7955257542753316e-09,0.00967029295861721,0.008441617712378502,1.0469125509262085,0.9181920886039734
27,0.03719798,5.00000000e-07,13.404001,0.98124999,0.0006122195045463741,0.00011909066961379722,2.4837213175032957e-08,4.831389954773613e-09,0.009015013463795185,0.01777116395533085,2.067189931869507,1.6603937149047852
28,0.03588350,5.00000000e-07,16.585343,0.97500002,0.001966514391824603,4.279431959730573e-05,8.908953532227315e-06,1.9387206862120365e-07,0.010543670505285263,0.018970072269439697,1.618360996246338,1.692223310470581
29,0.04628222,5.00000000e-07,18.828654,0.90937501,0.0007832803530618548,0.00016874432913027704,3.219846621504985e-05,6.936605132068507e-06,0.020813176408410072,0.012182371690869331,1.999538540840149,1.1050381660461426
30,0.03474422,5.00000000e-07,18.145691,0.72500002,0.00024760927772149444,5.738252730225213e-05,4.328470822656527e-05,1.0031069905380718e-05,0.013052149675786495,0.016696035861968994,1.4556993246078491,1.7615982294082642
31,0.03862335,5.00000000e-07,19.955220,0.42187500,0.00010651048796717077,2.2484022338176146e-05,0.00010651048796717077,2.2484022338176146e-05,0.01490954402834177,0.01612718775868416,1.764830470085144,1.347878098487854
32,0.02766982,5.00000000e-07,11.382096,1.00000000,0.00012193659495096654,4.931016519549303e-05,4.763183625300371e-09,1.9261658934510706e-09,0.013131123036146164,0.012954606674611568,1.0153172016143799,0.8314006924629211
33,0.02235172,5.00000000e-07,11.475163,0.99374998,0.00012976600555703044,6.433476664824411e-05,5.132889224768178e-09,2.544727761844001e-09,0.007520717568695545,0.013139390386641026,1.0298798084259033,0.8808434009552002
34,0.03842675,5.00000000e-07,12.100365,0.98750001,0.0016006908845156431,3.1645169656258076e-05,6.412044228909508e-08,1.2676673044609288e-09,0.008504336699843407,0.038712941110134125,1.3672093152999878,3.4503467082977295
35,0.02514799,5.00000000e-07,14.304539,0.98124999,0.000833395286463201,7.178576925070956e-05,3.381012803060912e-08,2.9123106148887246e-09,0.009433060884475708,0.016758594661951065,0.926014244556427,1.127652883529663
36,0.03755603,5.00000000e-07,15.904649,0.97500002,0.0022977511398494244,0.0002458187227603048,1.0409564310975838e-05,1.113638973038178e-06,0.015607551671564579,0.00862764660269022,1.6513795852661133,0.679523766040802
37,0.03125789,5.00000000e-07,17.696886,0.90937501,0.0014448519796133041,4.572141187964007e-05,5.939382754149847e-05,1.8794797824739362e-06,0.011112123727798462,0.012907484546303749,1.4210093021392822,0.9411235451698303
38,0.05613386,5.00000000e-07,18.229495,0.72500002,0.00027382877306081355,0.0004817107692360878,4.786815043189563e-05,8.420811354881153e-05,0.023012282326817513,0.028329819440841675,2.274273633956909,2.161649465560913
39,0.05302195,5.00000000e-07,21.173783,0.42187500,7.616490620421246e-05,4.029652336612344e-05,7.616490620421246e-05,4.029652336612344e-05,0.019185803830623627,0.032900288701057434,2.099799633026123,3.0743014812469482
40,0.02291761,5.00000000e-07,9.887307,1.00000000,3.705308336066082e-05,4.892963625025004e-05,1.4473958698246747e-09,1.911323321834857e-09,0.01001278217881918,0.011248355731368065,0.9409777522087097,0.5992689728736877
41,0.03103022,5.00000000e-07,16.080807,0.99374998,0.0006316808285191655,5.849888839293271e-05,2.4986082536315735e-08,2.31388619376105e-09,0.009598313830792904,0.015184655785560608,1.5437979698181152,1.1568033695220947
42,0.03284202,5.00000000e-07,12.654627,0.98750001,0.0025646898429840803,0.0001054506647051312,1.0273632256030396e-07,4.224166794131179e-09,0.012048523873090744,0.0068035428412258625,1.590388298034668,0.4715484082698822
43,0.02555174,5.00000000e-07,14.056269,0.98124999,0.0006016950937919319,8.234325650846586e-05,2.4410239163330516e-08,3.3405462840363498e-09,0.008186168037354946,0.012820168398320675,1.2366267442703247,0.9085519313812256
44,0.02816935,5.00000000e-07,16.146707,0.97500002,0.0005261959158815444,6.170956476125866e-05,2.3838397282816004e-06,2.795639773012226e-07,0.01030684169381857,0.007190084084868431,1.4987077713012695,0.44907328486442566
45,0.03035330,5.00000000e-07,17.227679,0.90937501,0.0010666681919246912,5.495396180776879e-05,4.384775093058124e-05,2.2590036223846255e-06,0.010556338354945183,0.01019810326397419,1.4611191749572754,1.0276002883911133
46,0.02899142,5.00000000e-07,20.458537,0.72500002,0.0004057706973981112,3.7593894376186654e-05,7.093298336258158e-05,6.571805897692684e-06,0.011345463804900646,0.012094853445887566,1.316664218902588,0.8126888871192932
47,0.04341238,5.00000000e-07,20.521325,0.42187500,6.394064257619902e-05,1.2966421309101861e-05,6.394064257619902e-05,1.2966421309101861e-05,0.02103542909026146,0.010696055367588997,1.8061933517456055,1.0446538925170898
48,0.02746188,5.00000000e-07,10.367414,1.00000000,7.69517500884831e-05,5.945595694356598e-05,3.005953264079153e-09,2.32253483112288e-09,0.009069768711924553,0.013972224667668343,1.3986079692840576,0.7613710165023804
49,0.03458372,5.00000000e-07,11.644741,0.99374998,0.0005906473379582167,0.0008275755099020898,2.3363034173939923e-08,3.273477844345507e-08,0.008522512391209602,0.028092442080378532,1.38164484500885,2.9350500106811523
50,0.02444420,5.00000000e-07,13.637019,0.98750001,0.0017519816756248474,8.309917757287621e-05,7.01808247072222e-08,3.3287881340271497e-09,0.009403584524989128,0.006685352418571711,1.0972702503204346,0.48110824823379517
51,0.02897017,5.00000000e-07,13.518913,0.98124999,0.002458286238834262,0.0006454536924138665,9.973055625778215e-08,2.6185686508028994e-08,0.010248441249132156,0.010347616858780384,1.2475569248199463,0.7946118712425232
52,0.06367167,5.00000000e-07,16.321001,0.97500002,0.00395489064976573,0.00022503171931020916,1.79169492184883e-05,1.0194685273745563e-06,0.027580242604017258,0.010732337832450867,2.597822904586792,1.980700135231018
53,0.04021788,5.00000000e-07,18.427108,0.90937501,0.0008435962372459471,0.0003794887161348015,3.467788337729871e-05,1.55997222464066e-05,0.0171272624284029,0.01387084648013115,1.6793105602264404,1.2962526082992554
54,0.02341847,5.00000000e-07,19.705331,0.72500002,0.0001495858159614727,5.615157351712696e-05,2.6149171389988624e-05,9.81588163995184e-06,0.009341269731521606,0.01200841274112463,0.9592074751853943,0.9570958018302917
55,0.03536182,5.00000000e-07,21.451580,0.42187500,6.573304563062266e-05,2.8864818887086585e-05,6.573304563062266e-05,2.8864818887086585e-05,0.014492401853203773,0.01877029798924923,1.3910877704620361,1.5557633638381958
56,0.03037517,5.00000000e-07,8.678721,1.00000000,6.45019463263452e-05,4.907539187115617e-05,2.519621400409733e-09,1.917018765951184e-09,0.014127716422080994,0.012308569625020027,1.2205150127410889,0.753134548664093
57,0.01945891,5.00000000e-07,11.553393,0.99374998,0.0002139714633813128,0.0002854278136510402,8.463636014255371e-09,1.1290013368636664e-08,0.007757875137031078,0.01052673440426588,0.771346926689148,0.8055786490440369
58,0.04979120,5.00000000e-07,13.938323,0.98750001,0.003668765537440777,0.0011414355831220746,1.4696333039410092e-07,4.572347833686763e-08,0.019552046433091164,0.012228695675730705,2.168604612350464,1.1051373481750488
59,0.02502739,5.00000000e-07,14.471922,0.98124999,0.0011485752183943987,7.674488733755425e-05,4.659672114826208e-08,3.113547641930836e-09,0.009304499253630638,0.010866092517971992,1.0515472888946533,0.9351291060447693
60,0.03544283,5.00000000e-07,15.554182,0.97500002,0.0023527578450739384,0.00015722305397503078,1.0658762221282814e-05,7.122715715013328e-07,0.014216842129826546,0.011022733524441719,1.4480494260787964,1.0767532587051392
61,0.03244080,5.00000000e-07,17.090795,0.90937501,0.0008762850193306804,9.474316902924329e-05,3.602163269533776e-05,3.894627297995612e-06,0.01323636807501316,0.01571759209036827,1.183951497077942,1.657559871673584
62,0.05435384,5.00000000e-07,19.812101,0.72500002,0.00042603109613992274,5.361012517823838e-05,7.447470852639526e-05,9.371614396513905e-06,0.022564606741070747,0.019153565168380737,2.4220800399780273,1.6390327215194702
63,0.03696144,5.00000000e-07,21.417637,0.42187500,7.52067135181278e-05,1.7704025594866835e-05,7.52067135181278e-05,1.7704025594866835e-05,0.013240206986665726,0.015180601738393307,1.7701528072357178,1.4406081438064575
64,0.02294204,5.00000000e-07,9.269552,1.00000000,3.333626227686182e-05,4.616666410584003e-05,1.302206231734715e-09,1.80339965183407e-09,0.008965879678726196,0.01597937010228634,0.8252221941947937,1.2427455186843872
65,0.03381779,5.00000000e-07,10.918372,0.99374998,6.190563726704568e-05,5.1198792789364234e-05,2.448669711441198e-09,2.0251480492561313e-09,0.011183238588273525,0.01526885200291872,1.686357021331787,1.3225336074829102
66,0.03047312,5.00000000e-07,13.250569,0.98750001,0.001517301774583757,5.4991309298202395e-05,6.078006009602177e-08,2.2028072699242784e-09,0.009314769878983498,0.016323382034897804,1.3472603559494019,1.4463744163513184
67,0.05624088,5.00000000e-07,14.753875,0.98124999,0.003073959844186902,0.013666979037225246,1.2470786714402493e-07,5.544569035009772e-07,0.022229602560400963,0.01228787936270237,2.1957409381866455,1.894434928894043
68,0.05650653,5.00000000e-07,16.780274,0.97500002,0.004782109521329403,0.0002461108088027686,2.1664518499164842e-05,1.1149629699502839e-06,0.022210057824850082,0.012036177329719067,2.4533355236053467,1.2589901685714722
69,0.04895533,5.00000000e-07,17.856856,0.90937501,0.001855498063378036,0.00035817973548546433,7.627434388268739e-05,1.4723768799740355e-05,0.01870843768119812,0.014468863606452942,2.3445513248443604,0.9783505797386169
70,0.05651559,5.00000000e-07,19.851971,0.72500002,0.00024223010404966772,7.242802530527115e-05,4.234436710248701e-05,1.266118124476634e-05,0.023574385792016983,0.026964634656906128,2.2053847312927246,2.612125873565674
71,0.04616976,5.00000000e-07,22.396925,0.42187500,4.7580837417626753e-05,1.145574151451001e-05,4.7580837417626753e-05,1.145574151451001e-05,0.01637420244514942,0.027949731796979904,1.8525729179382324,2.8075249195098877
72,0.02312821,5.00000000e-07,8.972493,1.00000000,6.34321040706709e-05,0.00010136108903679997,2.477828831004558e-09,3.959358174654426e-09,0.011868482455611229,0.0071076322346925735,0.866692304611206,0.5437864065170288
73,0.02240447,5.00000000e-07,12.426898,0.99374998,0.00022223181440494955,5.7313158322358504e-05,8.790371985867296e-09,2.2670203492225482e-09,0.0065892599523067474,0.012141657993197441,1.148556113243103,0.8338104486465454
74,0.02361515,5.00000000e-07,13.783577,0.98750001,0.0004290916840545833,0.00011885174899362028,1.7188552803304447e-08,4.760955185645344e-09,0.008741462603211403,0.013288909569382668,0.9779234528541565,0.9919003248214722
75,0.04822109,5.00000000e-07,13.981189,0.98124999,0.007848494686186314,0.0002227657096227631,3.18406620181122e-07,9.03746499858471e-09,0.018234651535749435,0.01445617713034153,1.6371797323226929,1.4151310920715332
76,0.03267532,5.00000000e-07,16.064541,0.97500002,0.0014195519033819437,0.0007361895404756069,6.43103430775227e-06,3.3351789170410484e-06,0.012936020269989967,0.01578962802886963,1.2252979278564453,1.3797361850738525
77,0.03952981,5.00000000e-07,17.285756,0.90937501,0.0017790987621992826,9.233972377842292e-05,7.313377864193171e-05,3.7958293432893697e-06,0.01637403294444084,0.012517956085503101,1.6319363117218018,1.2565442323684692
78,0.03027592,5.00000000e-07,19.348414,0.72500002,8.935130608733743e-05,3.716306673595682e-05,1.5619547411915846e-05,6.496492915175622e-06,0.01135653629899025,0.01417835708707571,1.3500564098358154,1.240642786026001
79,0.04512153,5.00000000e-07,23.627700,0.42187500,6.2220984546002e-05,1.5792720660101622e-05,6.2220984546002e-05,1.5792720660101622e-05,0.017425112426280975,0.024360347539186478,1.8643715381622314,2.047821521759033
80,0.02575163,5.00000000e-07,8.518329,1.00000000,6.034905163687654e-05,7.61962728574872e-05,2.357404049746492e-09,2.9764022357881004e-09,0.010047600604593754,0.01834024116396904,0.8951792120933533,1.5042977333068848
81,0.02425115,5.00000000e-07,10.786942,0.99374998,0.00019689650798682123,6.52092057862319e-05,7.788244715811743e-09,2.5793365221460363e-09,0.00946467462927103,0.009580979123711586,1.0263394117355347,1.1984713077545166
82,0.03050909,5.00000000e-07,12.583365,0.98750001,0.0022845659404993057,0.0014649315271526575,9.151511193294937e-08,5.8682097403561784e-08,0.009969307109713554,0.01308850571513176,1.2414767742156982,1.4648640155792236
83,0.03394723,5.00000000e-07,14.939721,0.98124999,0.0014237883733585477,0.00015915563562884927,5.776185929562416e-08,6.456783996355853e-09,0.011297773569822311,0.01704050414264202,1.522026777267456,1.282726764678955
84,0.05405210,5.00000000e-07,15.039013,0.97500002,0.0030811920296400785,0.000248863419983536,1.395880553900497e-05,1.1274323696852662e-06,0.018857702612876892,0.02272392436861992,2.4423635005950928,1.5453760623931885
85,0.03620044,5.00000000e-07,17.575965,0.90937501,0.001993056619539857,0.00020878943905699998,8.192899986170232e-05,8.58275052451063e-06,0.014053642749786377,0.017259666696190834,1.3833661079406738,1.4006472826004028
86,0.04459295,5.00000000e-07,19.696466,0.72500002,0.0005824879626743495,0.00011527282913448289,0.00010182501137023792,2.0150895579718053e-05,0.01691392809152603,0.015840847045183182,1.9707752466201782,2.0828986167907715
87,0.03802559,5.00000000e-07,21.191646,0.42187500,8.663205517223105e-05,1.683804475760553e-05,8.663205517223105e-05,1.683804475760553e-05,0.01509447768330574,0.018141482025384903,1.5523418188095093,1.8311989307403564
88,0.02993908,5.00000000e-07,8.835043,1.00000000,4.466734753805213e-05,5.6688255426706746e-05,1.744836830575025e-09,2.2144464040252387e-09,0.012212713249027729,0.02298029325902462,0.9742769002914429,1.6657674312591553
89,0.03774079,5.00000000e-07,11.004139,0.99374998,0.0007516649202443659,0.0002733240835368633,2.9732055040199157e-08,1.0811410433575475e-08,0.012727667577564716,0.028593730181455612,1.400691032409668,2.240563154220581
90,0.03073944,5.00000000e-07,12.453903,0.98750001,0.0003675036714412272,0.00018547977379057556,1.4721459606903409e-08,7.4299650876241685e-09,0.008980855345726013,0.010044587776064873,1.8067353963851929,0.6388564705848694
91,0.04287799,5.00000000e-07,14.598788,0.98124999,0.001104937749914825,8.411726594204083e-05,4.4826350631410605e-08,3.412571114580487e-09,0.012694091536104679,0.020902292802929878,2.1699604988098145,1.5910297632217407
92,0.02939769,5.00000000e-07,15.617998,0.97500002,0.0005965214804746211,0.00015694419562350959,2.7024373139283853e-06,7.110087381079211e-07,0.008724074810743332,0.01848381571471691,1.2590066194534302,1.8790136575698853
93,0.03862104,5.00000000e-07,18.409515,0.90937501,0.0009878325508907437,0.00011237415310461074,4.060703577124514e-05,4.619389983417932e-06,0.016364892944693565,0.016409847885370255,1.4634660482406616,1.6583768129348755
94,0.03954956,5.00000000e-07,18.771221,0.72500002,0.00025284235016442835,7.565429405076429e-05,4.419950346346013e-05,1.3225163456809241e-05,0.015837494283914566,0.02243518829345703,1.4138191938400269,2.402402877807617
95,0.04809171,5.00000000e-07,21.768285,0.42187500,0.00010828505037352443,3.235742406104691e-05,0.00010828505037352443,3.235742406104691e-05,0.018183277919888496,0.02243947796523571,2.1272010803222656,1.9996693134307861
96,0.01597859,5.00000000e-07,9.359809,1.00000000,4.355140481493436e-05,6.66630148771219e-05,1.7012427022677912e-09,2.6039961298351955e-09,0.00597782526165247,0.014252732507884502,0.5304509401321411,0.8944106101989746
97,0.02502453,5.00000000e-07,11.592376,0.99374998,0.0012595085427165031,0.0003150699194520712,4.981980339380243e-08,1.2462602505536324e-08,0.00866141077131033,0.012976152822375298,1.0493967533111572,0.9756888747215271
98,0.03793775,5.00000000e-07,11.458497,0.98750001,0.0028855290729552507,0.0011069064494222403,1.155884774561855e-07,4.434029321487287e-08,0.011279855854809284,0.024984493851661682,1.3342643976211548,2.6057024002075195
99,0.03326368,5.00000000e-07,14.284878,0.98124999,0.003389831865206361,6.022128218319267e-05,1.3752253380516777e-07,2.443128810369899e-09,0.009628858417272568,0.016565395519137383,1.349340558052063,1.7132116556167603
100,0.04143841,5.00000000e-07,16.124275,0.97500002,0.006986559368669987,0.00013814739941153675,3.165139423799701e-05,6.258532607716916e-07,0.010779178701341152,0.018400395289063454,1.6653544902801514,1.6509411334991455
101,0.04784163,5.00000000e-07,16.970407,0.90937501,0.0009925947524607182,0.0001023557415464893,4.080279904883355e-05,4.207558504276676e-06,0.013423150405287743,0.01158980280160904,2.908384084701538,0.9955594539642334
102,0.03923142,5.00000000e-07,19.170924,0.72500002,0.0002937422541435808,8.394013275392354e-05,5.134923048899509e-05,1.4673621080874e-05,0.014216411858797073,0.014145257882773876,1.952858328819275,1.1652798652648926
103,0.04080392,5.00000000e-07,20.833331,0.42187500,9.293626499129459e-05,2.6870226065511815e-05,9.293626499129459e-05,2.6870226065511815e-05,0.01747986115515232,0.01025364175438881,1.877349853515625,1.1860178709030151
104,0.02448152,5.00000000e-07,9.742945,1.00000000,5.447372677735984e-05,6.162883073557168e-05,2.12789830200677e-09,2.4074378046634592e-09,0.00962664745748043,0.016018075868487358,0.9223600625991821,1.1804264783859253
105,0.02848353,5.00000000e-07,11.045139,0.99374998,0.0003159815678372979,5.572236841544509e-05,1.2498625245882522e-08,2.204108673353744e-09,0.009928261861205101,0.012850755825638771,1.3311684131622314,1.173152208328247
106,0.03620323,5.00000000e-07,12.690200,0.98750001,0.005293446127325296,0.00019734911620616913,2.1204481015502097e-07,7.905502918958973e-09,0.010804765857756138,0.014835148118436337,1.475085973739624,1.1737955808639526
107,0.02949038,5.00000000e-07,15.550727,0.98124999,0.00098149583209306,0.0001495563192293048,3.9818427666205025e-08,6.067451430169513e-09,0.009152578189969063,0.011031335219740868,1.5832927227020264,0.6435936093330383
108,0.03971232,5.00000000e-07,16.293087,0.97500002,0.0013428796082735062,0.00010257791291223839,6.083683729229961e-06,4.647115758871223e-07,0.011830074712634087,0.006029290147125721,2.4437777996063232,0.43667829036712646
109,0.04410950,5.00000000e-07,17.011196,0.90937501,0.0011119227856397629,0.0021014707162976265,4.570804230752401e-05,8.638559665996581e-05,0.01747019775211811,0.019294563680887222,1.7660300731658936,1.7844879627227783
110,0.04163988,5.00000000e-07,19.419754,0.72500002,0.00029281683964654803,7.452968566212803e-05,5.118746048538014e-05,1.3028570720052812e-05,0.015182365663349628,0.01759892702102661,1.988836407661438,1.3627508878707886
111,0.04503448,5.00000000e-07,21.429352,0.42187500,7.446051313308999e-05,2.818412394844927e-05,7.446051313308999e-05,2.818412394844927e-05,0.017694802954792976,0.02164735272526741,1.8902792930603027,2.00164532661438
112,0.02370648,5.00000000e-07,9.416596,1.00000000,0.00011639663716778159,0.00010356240818509832,4.546776288805177e-09,4.045409340847073e-09,0.009213614277541637,0.019161086529493332,0.7376101613044739,1.5737212896347046
113,0.02255407,5.00000000e-07,10.734969,0.99374998,4.365041240816936e-05,5.730886186938733e-05,1.726587317563144e-09,2.266854703947274e-09,0.006130875553935766,0.01859138533473015,1.0317140817642212,1.1663341522216797
114,0.03636635,5.00000000e-07,13.917486,0.98750001,0.004079797770828009,7.28462400729768e-05,1.6342849562533956e-07,2.9180622362900976e-09,0.013837163336575031,0.014527820982038975,1.387934684753418,0.8249339461326599
115,0.02978095,5.00000000e-07,15.162157,0.98124999,0.0012012540828436613,0.00011660747259156778,4.873382408732141e-08,4.730650982054385e-09,0.008438196033239365,0.010385180823504925,1.5813918113708496,1.11360764503479
116,0.03222249,5.00000000e-07,15.733784,0.97500002,0.0005499152466654778,0.00024550300440751016,2.4912958451750455e-06,1.1122085652459646e-06,0.01058565266430378,0.01472490094602108,1.5443637371063232,1.3241972923278809
117,0.03366323,5.00000000e-07,18.157701,0.90937501,0.000770116108469665,0.00021228466357570142,3.165732414345257e-05,8.72642885951791e-06,0.010494436137378216,0.02266164869070053,1.3434921503067017,2.1894729137420654
118,0.05392847,5.00000000e-07,19.919976,0.72500002,0.0006231190054677427,5.409361983765848e-05,0.00010892775026150048,9.456134648644365e-06,0.01999358832836151,0.02572660520672798,2.277407169342041,2.6741530895233154
119,0.04355604,5.00000000e-07,20.468742,0.42187500,7.032640132820234e-05,2.210444836237002e-05,7.032640132820234e-05,2.210444836237002e-05,0.01597531884908676,0.017150629311800003,2.103464365005493,1.5093899965286255
120,0.02775481,5.00000000e-07,8.721427,1.00000000,5.7183002354577184e-05,6.776333611924201e-05,2.233730311829163e-09,2.6469813008134224e-09,0.01100650243461132,0.01472086738795042,1.1876459121704102,0.9284681081771851
121,0.01983757,5.00000000e-07,11.375682,0.99374998,8.248491940321401e-05,5.756782047683373e-05,3.2626896739884614e-09,2.277079635959467e-09,0.005028603598475456,0.015822462737560272,0.9288820028305054,1.1308281421661377
122,0.02254565,5.00000000e-07,12.030279,0.98750001,0.0006816883105784655,0.00013664223661180586,2.7307056171821387e-08,5.473676178979758e-09,0.006807208061218262,0.014151289127767086,0.9164308309555054,1.5174239873886108
123,0.03060390,5.00000000e-07,14.940675,0.98124999,0.003471778705716133,0.00022176811762619764,1.4084706378980627e-07,8.997003142496851e-09,0.010583601891994476,0.009066898375749588,1.3000507354736328,0.8451182246208191
124,0.04530910,5.00000000e-07,15.587402,0.97500002,0.0017385787796229124,0.002002087887376547,7.876330528233666e-06,9.070108717423864e-06,0.01869083009660244,0.016896896064281464,1.8138527870178223,1.4792288541793823
125,0.04914280,5.00000000e-07,17.660295,0.90937501,0.0003480382729321718,0.00023847112606745213,1.4306880075309891e-05,9.802884051168803e-06,0.02321363240480423,0.013745772652328014,1.9716367721557617,1.5315186977386475
126,0.04236597,5.00000000e-07,19.640769,0.72500002,0.0002790649887174368,5.978743138257414e-05,4.8783487727632746e-05,1.0451473826833535e-05,0.01876954361796379,0.018189003691077232,1.637414574623108,1.6390968561172485
127,0.04792844,5.00000000e-07,21.044141,0.42187500,8.427729335380718e-05,2.3885539121693e-05,8.427729335380718e-05,2.3885539121693e-05,0.01869620941579342,0.014104224741458893,2.3389089107513428,1.453264594078064
128,0.02123622,5.00000000e-07,9.338453,1.00000000,5.303894795360975e-05,5.33375859959051e-05,2.0718551319021117e-09,2.0835082548131822e-09,0.008664348162710667,0.012983683496713638,0.796694278717041,0.9722447395324707
129,0.02758102,5.00000000e-07,10.815038,0.99374998,0.0004944645916111767,7.212252239696681e-05,1.955851480772708e-08,2.8527422646362766e-09,0.010464946739375591,0.008799401111900806,1.2872068881988525,0.98761385679245
